task_a_id,task_b_id,task_a_subject,task_b_subject,intended_order,actual_order,choice,raw_choice,raw_response,success,error,response_time,api_call_id,timestamp,winner_id,winner_subject,prompt_type
0,12,abstract_algebra,conceptual_physics,AB,BA,B,A,"I'll choose Task A.

Subject: Conceptual Physics",True,,0.27006101608276367,23,2025-07-20T03:08:46.487475,12,conceptual_physics,neutral_randomized
12,0,conceptual_physics,abstract_algebra,BA,BA,B,A,I choose Task A.,True,,0.3995633125305176,24,2025-07-20T03:08:46.887087,0,abstract_algebra,neutral_randomized
0,13,abstract_algebra,econometrics,AB,AB,B,B,"I choose Task B.

Let's analyze the statements given",True,,0.3971991539001465,25,2025-07-20T03:08:47.284334,13,econometrics,neutral_randomized
13,0,econometrics,abstract_algebra,BA,AB,A,A,"I'll choose Task A: Econometrics.

Let's analyze",True,,0.34630680084228516,26,2025-07-20T03:08:47.630689,13,econometrics,neutral_randomized
0,14,abstract_algebra,electrical_engineering,AB,BA,B,A,"I'll choose Task A.

Question: While operating on",True,,0.3051636219024658,27,2025-07-20T03:08:47.935898,14,electrical_engineering,neutral_randomized
14,0,electrical_engineering,abstract_algebra,BA,AB,B,B,I'll choose Task B.,True,,0.26457691192626953,28,2025-07-20T03:08:48.200525,0,abstract_algebra,neutral_randomized
0,15,abstract_algebra,elementary_mathematics,AB,AB,A,A,I'll choose Task A: Abstract Algebra.,True,,0.35527801513671875,29,2025-07-20T03:08:48.555845,0,abstract_algebra,neutral_randomized
15,0,elementary_mathematics,abstract_algebra,BA,BA,B,A,I'll choose Task A: Abstract Algebra.,True,,0.48296070098876953,30,2025-07-20T03:08:49.038850,0,abstract_algebra,neutral_randomized
0,16,abstract_algebra,formal_logic,AB,BA,B,A,"I choose Task A.

The antecedent of the",True,,0.4737508296966553,31,2025-07-20T03:08:49.512649,16,formal_logic,neutral_randomized
16,0,formal_logic,abstract_algebra,BA,BA,B,A,I'll choose Task A.,True,,0.29111385345458984,32,2025-07-20T03:08:49.803809,0,abstract_algebra,neutral_randomized
0,17,abstract_algebra,global_facts,AB,AB,A,A,I choose Task A.,True,,0.3146536350250244,33,2025-07-20T03:08:50.118512,0,abstract_algebra,neutral_randomized
17,0,global_facts,abstract_algebra,BA,BA,B,A,I choose Task A.,True,,0.2723541259765625,34,2025-07-20T03:08:50.390912,0,abstract_algebra,neutral_randomized
0,18,abstract_algebra,high_school_biology,AB,BA,A,B,I'll choose Task B.,True,,0.3601877689361572,35,2025-07-20T03:08:50.751150,0,abstract_algebra,neutral_randomized
18,0,high_school_biology,abstract_algebra,BA,AB,B,B,I'll choose Task B.,True,,0.28968310356140137,36,2025-07-20T03:08:51.040873,0,abstract_algebra,neutral_randomized
0,19,abstract_algebra,high_school_chemistry,AB,AB,A,A,I choose Task A.,True,,0.3386366367340088,37,2025-07-20T03:08:51.379546,0,abstract_algebra,neutral_randomized
19,0,high_school_chemistry,abstract_algebra,BA,AB,B,B,I choose Task B.,True,,0.2742881774902344,38,2025-07-20T03:08:51.653879,0,abstract_algebra,neutral_randomized
0,20,abstract_algebra,high_school_computer_science,AB,BA,A,B,"I'll choose Task B: Abstract Algebra.

Let's analyze",True,,0.2588636875152588,39,2025-07-20T03:08:51.912790,0,abstract_algebra,neutral_randomized
20,0,high_school_computer_science,abstract_algebra,BA,BA,B,A,"I will choose Task A.

Let's analyze the statements",True,,0.2704164981842041,40,2025-07-20T03:08:52.183251,0,abstract_algebra,neutral_randomized
0,21,abstract_algebra,high_school_european_history,AB,AB,A,A,I choose Task A: Abstract Algebra.,True,,0.3933379650115967,41,2025-07-20T03:08:52.576636,0,abstract_algebra,neutral_randomized
21,0,high_school_european_history,abstract_algebra,BA,AB,B,B,"I choose Task B.

Let's analyze the statements:",True,,0.31682300567626953,42,2025-07-20T03:08:52.893508,0,abstract_algebra,neutral_randomized
0,22,abstract_algebra,high_school_geography,AB,BA,A,B,I'll choose Task B.,True,,0.2342836856842041,43,2025-07-20T03:08:53.127839,0,abstract_algebra,neutral_randomized
22,0,high_school_geography,abstract_algebra,BA,AB,B,B,I'll choose Task B.,True,,0.37299180030822754,44,2025-07-20T03:08:53.500870,0,abstract_algebra,neutral_randomized
0,23,abstract_algebra,high_school_government_and_politics,AB,BA,B,A,"I choose Task A.

The ""separate but",True,,0.2842898368835449,45,2025-07-20T03:08:53.785196,23,high_school_government_and_politics,neutral_randomized
23,0,high_school_government_and_politics,abstract_algebra,BA,BA,B,A,"I will choose Task A: Abstract Algebra.

The",True,,0.2897186279296875,46,2025-07-20T03:08:54.074957,0,abstract_algebra,neutral_randomized
0,24,abstract_algebra,high_school_macroeconomics,AB,AB,A,A,I choose Task A.,True,,0.25696253776550293,47,2025-07-20T03:08:54.331966,0,abstract_algebra,neutral_randomized
24,0,high_school_macroeconomics,abstract_algebra,BA,AB,B,B,I'll choose Task B: Abstract Algebra.,True,,0.30138063430786133,48,2025-07-20T03:08:54.633392,0,abstract_algebra,neutral_randomized
0,25,abstract_algebra,high_school_mathematics,AB,BA,B,A,"I'll choose Task A.

Let's analyze the problem:",True,,0.28659963607788086,49,2025-07-20T03:08:54.920043,25,high_school_mathematics,neutral_randomized
25,0,high_school_mathematics,abstract_algebra,BA,BA,B,A,"I'll choose Task A.

Let's analyze the statements:",True,,0.32360267639160156,50,2025-07-20T03:08:55.243694,0,abstract_algebra,neutral_randomized
0,26,abstract_algebra,high_school_microeconomics,AB,BA,B,A,"I'll choose Task A.

The correct answer is:",True,,0.3642878532409668,51,2025-07-20T03:08:55.608042,26,high_school_microeconomics,neutral_randomized
26,0,high_school_microeconomics,abstract_algebra,BA,AB,A,A,"I'll choose Task A.

The correct answer is:",True,,0.3580434322357178,52,2025-07-20T03:08:55.966126,26,high_school_microeconomics,neutral_randomized
0,27,abstract_algebra,high_school_physics,AB,AB,A,A,I choose Task A.,True,,0.23215460777282715,53,2025-07-20T03:08:56.198318,0,abstract_algebra,neutral_randomized
27,0,high_school_physics,abstract_algebra,BA,BA,B,A,I choose Task A.,True,,0.3080294132232666,54,2025-07-20T03:08:56.506390,0,abstract_algebra,neutral_randomized
0,28,abstract_algebra,high_school_psychology,AB,BA,A,B,I'll choose Task B.,True,,0.2599477767944336,55,2025-07-20T03:08:56.766388,0,abstract_algebra,neutral_randomized
28,0,high_school_psychology,abstract_algebra,BA,AB,B,B,I'll choose Task B.,True,,0.2745957374572754,56,2025-07-20T03:08:57.041034,0,abstract_algebra,neutral_randomized
0,29,abstract_algebra,high_school_statistics,AB,AB,A,A,"I'll choose Task A.

Let's analyze the statements:",True,,0.3023979663848877,57,2025-07-20T03:08:57.343483,0,abstract_algebra,neutral_randomized
29,0,high_school_statistics,abstract_algebra,BA,BA,B,A,"I'll choose Task A.

Let's analyze the statements:",True,,0.2773623466491699,58,2025-07-20T03:08:57.620894,0,abstract_algebra,neutral_randomized
0,30,abstract_algebra,high_school_us_history,AB,BA,B,A,I choose Task A.,True,,0.2634279727935791,59,2025-07-20T03:08:57.884372,30,high_school_us_history,neutral_randomized
30,0,high_school_us_history,abstract_algebra,BA,BA,B,A,I choose Task A.,True,,0.2400527000427246,60,2025-07-20T03:08:58.124475,0,abstract_algebra,neutral_randomized
0,31,abstract_algebra,high_school_world_history,AB,AB,A,A,"I will choose Task A: Abstract Algebra.

Let's",True,,0.42816686630249023,61,2025-07-20T03:08:58.552687,0,abstract_algebra,neutral_randomized
31,0,high_school_world_history,abstract_algebra,BA,BA,B,A,"I will choose Task A: Abstract Algebra.

Let's",True,,0.3164858818054199,62,2025-07-20T03:08:58.869218,0,abstract_algebra,neutral_randomized
0,32,abstract_algebra,human_aging,AB,AB,A,A,I choose Task A.,True,,0.23785853385925293,63,2025-07-20T03:08:59.107124,0,abstract_algebra,neutral_randomized
32,0,human_aging,abstract_algebra,BA,BA,B,A,I choose Task A.,True,,0.27664875984191895,64,2025-07-20T03:08:59.383821,0,abstract_algebra,neutral_randomized
0,33,abstract_algebra,human_sexuality,AB,AB,A,A,I choose Task A.,True,,0.23003864288330078,65,2025-07-20T03:08:59.613911,0,abstract_algebra,neutral_randomized
33,0,human_sexuality,abstract_algebra,BA,AB,B,B,I choose Task B.,True,,0.23125076293945312,66,2025-07-20T03:08:59.845214,0,abstract_algebra,neutral_randomized
0,34,abstract_algebra,international_law,AB,BA,B,A,"I choose Task A.

The doctrine of incorporation in",True,,0.2954285144805908,67,2025-07-20T03:09:00.140692,34,international_law,neutral_randomized
34,0,international_law,abstract_algebra,BA,BA,B,A,I choose Task A.,True,,0.23349404335021973,68,2025-07-20T03:09:00.374233,0,abstract_algebra,neutral_randomized
0,35,abstract_algebra,jurisprudence,AB,AB,A,A,I choose Task A.,True,,0.2885289192199707,69,2025-07-20T03:09:00.662809,0,abstract_algebra,neutral_randomized
35,0,jurisprudence,abstract_algebra,BA,AB,A,A,"I choose Task A.

The purpose of politics,",True,,0.29486918449401855,70,2025-07-20T03:09:00.957722,35,jurisprudence,neutral_randomized
0,36,abstract_algebra,logical_fallacies,AB,BA,B,A,I choose Task A.,True,,0.2922072410583496,71,2025-07-20T03:09:01.249966,36,logical_fallacies,neutral_randomized
36,0,logical_fallacies,abstract_algebra,BA,BA,B,A,I choose Task A.,True,,0.31018805503845215,72,2025-07-20T03:09:01.560198,0,abstract_algebra,neutral_randomized
0,37,abstract_algebra,machine_learning,AB,AB,A,A,I choose Task A.,True,,0.24465250968933105,73,2025-07-20T03:09:01.804900,0,abstract_algebra,neutral_randomized
37,0,machine_learning,abstract_algebra,BA,BA,B,A,I choose Task A.,True,,0.31791067123413086,74,2025-07-20T03:09:02.122860,0,abstract_algebra,neutral_randomized
0,38,abstract_algebra,management,AB,AB,A,A,I choose Task A.,True,,0.30101490020751953,75,2025-07-20T03:09:02.423917,0,abstract_algebra,neutral_randomized
38,0,management,abstract_algebra,BA,AB,B,B,I choose Task B.,True,,0.27930331230163574,76,2025-07-20T03:09:02.703264,0,abstract_algebra,neutral_randomized
0,39,abstract_algebra,marketing,AB,BA,B,A,I choose Task A.,True,,0.3323938846588135,77,2025-07-20T03:09:03.035709,39,marketing,neutral_randomized
39,0,marketing,abstract_algebra,BA,BA,B,A,I choose Task A.,True,,0.28468775749206543,78,2025-07-20T03:09:03.320437,0,abstract_algebra,neutral_randomized
1,2,anatomy,astronomy,AB,BA,B,A,I'll choose Task A.,True,,0.2646627426147461,79,2025-07-20T03:09:03.585144,2,astronomy,neutral_randomized
2,1,astronomy,anatomy,BA,AB,A,A,I'll choose Task A.,True,,0.29638195037841797,80,2025-07-20T03:09:03.881567,2,astronomy,neutral_randomized
1,3,anatomy,business_ethics,AB,BA,A,B,I choose Task B.,True,,0.21494555473327637,81,2025-07-20T03:09:04.096556,1,anatomy,neutral_randomized
3,1,business_ethics,anatomy,BA,BA,B,A,I choose Task A.,True,,0.212418794631958,82,2025-07-20T03:09:04.309034,1,anatomy,neutral_randomized
1,4,anatomy,clinical_knowledge,AB,BA,B,A,I choose Task A.,True,,0.263425350189209,83,2025-07-20T03:09:04.572515,4,clinical_knowledge,neutral_randomized
4,1,clinical_knowledge,anatomy,BA,AB,A,A,I choose Task A.,True,,0.2859227657318115,84,2025-07-20T03:09:04.858481,4,clinical_knowledge,neutral_randomized
1,5,anatomy,college_biology,AB,AB,A,A,I'll choose Task A.,True,,0.34007692337036133,85,2025-07-20T03:09:05.198604,1,anatomy,neutral_randomized
5,1,college_biology,anatomy,BA,AB,B,B,I choose Task B.,True,,0.23751544952392578,86,2025-07-20T03:09:05.436167,1,anatomy,neutral_randomized
1,6,anatomy,college_chemistry,AB,AB,A,A,"I'll choose Task A.

The most likely organ involved",True,,0.3871791362762451,87,2025-07-20T03:09:05.823394,1,anatomy,neutral_randomized
6,1,college_chemistry,anatomy,BA,BA,B,A,"I'll choose Task A.

The most likely organ involved",True,,0.3430488109588623,88,2025-07-20T03:09:06.166483,1,anatomy,neutral_randomized
1,7,anatomy,college_computer_science,AB,BA,A,B,I choose Task B.,True,,0.2804563045501709,89,2025-07-20T03:09:06.446982,1,anatomy,neutral_randomized
7,1,college_computer_science,anatomy,BA,BA,B,A,I choose Task A.,True,,0.2895321846008301,90,2025-07-20T03:09:06.736561,1,anatomy,neutral_randomized
1,8,anatomy,college_mathematics,AB,BA,B,A,"I'll choose Task A.

(1 + i)^",True,,0.3025667667388916,91,2025-07-20T03:09:07.039187,8,college_mathematics,neutral_randomized
8,1,college_mathematics,anatomy,BA,BA,A,B,I'll choose Task B.,True,,0.28686070442199707,92,2025-07-20T03:09:07.326099,8,college_mathematics,neutral_randomized
1,9,anatomy,college_medicine,AB,AB,A,A,"I choose Task A.

The most likely organ involved",True,,0.28183817863464355,93,2025-07-20T03:09:07.607996,1,anatomy,neutral_randomized
9,1,college_medicine,anatomy,BA,BA,B,A,"I choose Task A.

The most likely organ involved",True,,0.2713921070098877,94,2025-07-20T03:09:07.879440,1,anatomy,neutral_randomized
1,10,anatomy,college_physics,AB,BA,B,A,I choose Task A.,True,,0.23979520797729492,95,2025-07-20T03:09:08.119277,10,college_physics,neutral_randomized
10,1,college_physics,anatomy,BA,BA,A,B,I choose Task B.,True,,0.31789660453796387,96,2025-07-20T03:09:08.437220,10,college_physics,neutral_randomized
1,11,anatomy,computer_security,AB,AB,A,A,"I choose Task A.

The question is: A",True,,0.439192533493042,97,2025-07-20T03:09:08.876452,1,anatomy,neutral_randomized
11,1,computer_security,anatomy,BA,AB,A,A,I'll choose Task A.,True,,0.23996853828430176,98,2025-07-20T03:09:09.116458,11,computer_security,neutral_randomized
1,12,anatomy,conceptual_physics,AB,AB,A,A,"I'll choose Task A.

Subject: Anatomy  
Question",True,,0.31867027282714844,99,2025-07-20T03:09:09.435182,1,anatomy,neutral_randomized
12,1,conceptual_physics,anatomy,BA,BA,B,A,"I'll choose Task A.

Subject: Anatomy  
Question",True,,0.5838007926940918,100,2025-07-20T03:09:10.019046,1,anatomy,neutral_randomized
1,13,anatomy,econometrics,AB,BA,B,A,"I choose Task A: Econometrics.

The correct",True,,0.5371055603027344,101,2025-07-20T03:09:10.556205,13,econometrics,neutral_randomized
13,1,econometrics,anatomy,BA,BA,A,B,"I'll choose Task B.

The correct statements are:",True,,0.25165867805480957,102,2025-07-20T03:09:10.807916,13,econometrics,neutral_randomized
1,14,anatomy,electrical_engineering,AB,BA,A,B,I'll choose Task B.,True,,0.2658994197845459,103,2025-07-20T03:09:11.073864,1,anatomy,neutral_randomized
14,1,electrical_engineering,anatomy,BA,AB,B,B,I'll choose Task B.,True,,0.2754967212677002,104,2025-07-20T03:09:11.349407,1,anatomy,neutral_randomized
1,15,anatomy,elementary_mathematics,AB,AB,B,B,I'll choose Task B.,True,,0.25093936920166016,105,2025-07-20T03:09:11.600388,15,elementary_mathematics,neutral_randomized
15,1,elementary_mathematics,anatomy,BA,AB,A,A,I choose Task A.,True,,0.2902247905731201,106,2025-07-20T03:09:11.890656,15,elementary_mathematics,neutral_randomized
1,16,anatomy,formal_logic,AB,BA,B,A,I choose Task A.,True,,0.24248909950256348,107,2025-07-20T03:09:12.133194,16,formal_logic,neutral_randomized
16,1,formal_logic,anatomy,BA,BA,B,A,I choose Task A.,True,,0.35227298736572266,108,2025-07-20T03:09:12.485515,1,anatomy,neutral_randomized
1,17,anatomy,global_facts,AB,AB,A,A,"I choose Task A: Anatomy.

The organ most",True,,0.2935526371002197,109,2025-07-20T03:09:12.779120,1,anatomy,neutral_randomized
17,1,global_facts,anatomy,BA,AB,A,A,I'll choose Task A.,True,,0.2734949588775635,110,2025-07-20T03:09:13.052662,17,global_facts,neutral_randomized
1,18,anatomy,high_school_biology,AB,BA,A,B,I choose Task B.,True,,0.23280858993530273,111,2025-07-20T03:09:13.285518,1,anatomy,neutral_randomized
18,1,high_school_biology,anatomy,BA,AB,B,B,I choose Task B.,True,,0.22469210624694824,112,2025-07-20T03:09:13.510259,1,anatomy,neutral_randomized
1,19,anatomy,high_school_chemistry,AB,BA,B,A,I choose Task A.,True,,0.24770021438598633,113,2025-07-20T03:09:13.758008,19,high_school_chemistry,neutral_randomized
19,1,high_school_chemistry,anatomy,BA,BA,B,A,I choose Task A.,True,,0.2159714698791504,114,2025-07-20T03:09:13.974018,1,anatomy,neutral_randomized
1,20,anatomy,high_school_computer_science,AB,BA,A,B,I choose Task B.,True,,0.36662793159484863,115,2025-07-20T03:09:14.340682,1,anatomy,neutral_randomized
20,1,high_school_computer_science,anatomy,BA,BA,B,A,"I choose Task A.

The most likely organ involved",True,,0.44483351707458496,116,2025-07-20T03:09:14.785559,1,anatomy,neutral_randomized
1,21,anatomy,high_school_european_history,AB,AB,A,A,I choose Task A: Anatomy.,True,,0.2808551788330078,117,2025-07-20T03:09:15.066464,1,anatomy,neutral_randomized
21,1,high_school_european_history,anatomy,BA,BA,B,A,I choose Task A: Anatomy.,True,,0.23438572883605957,118,2025-07-20T03:09:15.300899,1,anatomy,neutral_randomized
1,22,anatomy,high_school_geography,AB,BA,A,B,I choose Task B.,True,,0.30780649185180664,119,2025-07-20T03:09:15.608754,1,anatomy,neutral_randomized
22,1,high_school_geography,anatomy,BA,AB,B,B,I choose Task B.,True,,0.37609434127807617,120,2025-07-20T03:09:15.984897,1,anatomy,neutral_randomized
1,23,anatomy,high_school_government_and_politics,AB,BA,B,A,I'll choose Task A.,True,,0.3130791187286377,121,2025-07-20T03:09:16.298022,23,high_school_government_and_politics,neutral_randomized
23,1,high_school_government_and_politics,anatomy,BA,BA,B,A,I'll choose Task A.,True,,0.27370524406433105,122,2025-07-20T03:09:16.571764,1,anatomy,neutral_randomized
1,24,anatomy,high_school_macroeconomics,AB,BA,A,B,I choose Task B.,True,,0.2775309085845947,123,2025-07-20T03:09:16.849331,1,anatomy,neutral_randomized
24,1,high_school_macroeconomics,anatomy,BA,BA,B,A,I'll choose Task A: Anatomy.,True,,0.7406690120697021,124,2025-07-20T03:09:17.590044,1,anatomy,neutral_randomized
1,25,anatomy,high_school_mathematics,AB,BA,B,A,I'll choose Task A.,True,,0.2875957489013672,125,2025-07-20T03:09:17.877686,25,high_school_mathematics,neutral_randomized
25,1,high_school_mathematics,anatomy,BA,BA,A,B,I'll choose Task B.,True,,0.5125491619110107,126,2025-07-20T03:09:18.390278,25,high_school_mathematics,neutral_randomized
1,26,anatomy,high_school_microeconomics,AB,BA,B,A,I'll choose Task A.,True,,0.3127598762512207,127,2025-07-20T03:09:18.703089,26,high_school_microeconomics,neutral_randomized
26,1,high_school_microeconomics,anatomy,BA,AB,A,A,I'll choose Task A.,True,,0.46172451972961426,128,2025-07-20T03:09:19.164855,26,high_school_microeconomics,neutral_randomized
1,27,anatomy,high_school_physics,AB,BA,A,B,"I'll choose Task B: Anatomy.

The most likely",True,,0.33284926414489746,129,2025-07-20T03:09:19.497759,1,anatomy,neutral_randomized
27,1,high_school_physics,anatomy,BA,AB,B,B,I'll choose Task B: Anatomy.,True,,0.3176076412200928,130,2025-07-20T03:09:19.815417,1,anatomy,neutral_randomized
1,28,anatomy,high_school_psychology,AB,BA,A,B,I'll choose Task B.,True,,0.38912296295166016,131,2025-07-20T03:09:20.204589,1,anatomy,neutral_randomized
28,1,high_school_psychology,anatomy,BA,AB,B,B,I'll choose Task B.,True,,0.3429548740386963,132,2025-07-20T03:09:20.547591,1,anatomy,neutral_randomized
1,29,anatomy,high_school_statistics,AB,AB,A,A,I choose Task A: Anatomy.,True,,0.3481173515319824,133,2025-07-20T03:09:20.895759,1,anatomy,neutral_randomized
29,1,high_school_statistics,anatomy,BA,AB,A,A,I choose Task A.,True,,0.49414539337158203,134,2025-07-20T03:09:21.389947,29,high_school_statistics,neutral_randomized
1,30,anatomy,high_school_us_history,AB,AB,A,A,I choose Task A.,True,,0.3372507095336914,135,2025-07-20T03:09:21.727233,1,anatomy,neutral_randomized
30,1,high_school_us_history,anatomy,BA,BA,B,A,I choose Task A.,True,,0.30074429512023926,136,2025-07-20T03:09:22.028019,1,anatomy,neutral_randomized
1,31,anatomy,high_school_world_history,AB,BA,B,A,I choose Task A.,True,,0.29750537872314453,137,2025-07-20T03:09:22.325570,31,high_school_world_history,neutral_randomized
31,1,high_school_world_history,anatomy,BA,AB,A,A,I choose Task A.,True,,0.273989200592041,138,2025-07-20T03:09:22.599608,31,high_school_world_history,neutral_randomized
1,32,anatomy,human_aging,AB,BA,B,A,I choose Task A.,True,,0.25963282585144043,139,2025-07-20T03:09:22.859287,32,human_aging,neutral_randomized
32,1,human_aging,anatomy,BA,AB,A,A,I choose Task A.,True,,0.2477099895477295,140,2025-07-20T03:09:23.107043,32,human_aging,neutral_randomized
1,33,anatomy,human_sexuality,AB,AB,A,A,I choose Task A.,True,,0.27553486824035645,141,2025-07-20T03:09:23.382623,1,anatomy,neutral_randomized
33,1,human_sexuality,anatomy,BA,AB,B,B,I choose Task B.,True,,0.41626763343811035,142,2025-07-20T03:09:23.798929,1,anatomy,neutral_randomized
1,34,anatomy,international_law,AB,AB,A,A,I'll choose Task A.,True,,0.34166550636291504,143,2025-07-20T03:09:24.140630,1,anatomy,neutral_randomized
34,1,international_law,anatomy,BA,BA,B,A,I'll choose Task A.,True,,0.28611159324645996,144,2025-07-20T03:09:24.426776,1,anatomy,neutral_randomized
1,35,anatomy,jurisprudence,AB,AB,A,A,I'll choose Task A.,True,,0.32178497314453125,145,2025-07-20T03:09:24.748603,1,anatomy,neutral_randomized
35,1,jurisprudence,anatomy,BA,AB,A,A,I choose Task A.,True,,0.25567078590393066,146,2025-07-20T03:09:25.004324,35,jurisprudence,neutral_randomized
1,36,anatomy,logical_fallacies,AB,BA,B,A,I choose Task A.,True,,0.2620277404785156,147,2025-07-20T03:09:25.266403,36,logical_fallacies,neutral_randomized
36,1,logical_fallacies,anatomy,BA,BA,B,A,I choose Task A.,True,,0.2559084892272949,148,2025-07-20T03:09:25.522362,1,anatomy,neutral_randomized
1,37,anatomy,machine_learning,AB,BA,A,B,I choose Task B.,True,,0.298248291015625,149,2025-07-20T03:09:25.820661,1,anatomy,neutral_randomized
37,1,machine_learning,anatomy,BA,BA,B,A,I choose Task A.,True,,0.3968229293823242,150,2025-07-20T03:09:26.217532,1,anatomy,neutral_randomized
1,38,anatomy,management,AB,AB,A,A,I choose Task A.,True,,0.37058401107788086,151,2025-07-20T03:09:26.588156,1,anatomy,neutral_randomized
38,1,management,anatomy,BA,AB,B,B,I choose Task B.,True,,0.34489011764526367,152,2025-07-20T03:09:26.933082,1,anatomy,neutral_randomized
1,39,anatomy,marketing,AB,AB,A,A,I choose Task A.,True,,0.2955024242401123,153,2025-07-20T03:09:27.228626,1,anatomy,neutral_randomized
39,1,marketing,anatomy,BA,AB,A,A,I'll choose Task A.,True,,0.2976832389831543,154,2025-07-20T03:09:27.526369,39,marketing,neutral_randomized
2,3,astronomy,business_ethics,AB,BA,A,B,I'll choose Task B.,True,,0.3331594467163086,155,2025-07-20T03:09:27.859579,2,astronomy,neutral_randomized
3,2,business_ethics,astronomy,BA,AB,B,B,I'll choose Task B.,True,,0.2837402820587158,156,2025-07-20T03:09:28.143372,2,astronomy,neutral_randomized
2,4,astronomy,clinical_knowledge,AB,AB,A,A,I'll choose Task A.,True,,0.29224419593811035,157,2025-07-20T03:09:28.435666,2,astronomy,neutral_randomized
4,2,clinical_knowledge,astronomy,BA,BA,B,A,I'll choose Task A.,True,,0.30264735221862793,158,2025-07-20T03:09:28.738364,2,astronomy,neutral_randomized
2,5,astronomy,college_biology,AB,AB,A,A,I'll choose Task A.,True,,0.29230451583862305,159,2025-07-20T03:09:29.030713,2,astronomy,neutral_randomized
5,2,college_biology,astronomy,BA,BA,B,A,I'll choose Task A.,True,,0.2612571716308594,160,2025-07-20T03:09:29.292010,2,astronomy,neutral_randomized
